Affirmative,Apprehended,Arrived,Country,Criminal,Defensive Asylum,Inadmissable,Legal permanant residences.Birth,Legal permanant residences.Last Residence,Naturalizations (Birth),Non-criminal,Nonimmigrant Admissions.Birth,Nonimmigrant Admissions.Last Residence,Year
157,29911,-1,El Salvador,8368,123,1099,18806,18547,10343,11978,132336,132873,2010
-1,-1,-1,Tuvalu,-1,-1,0,-1,-1,-1,-1,193,164,2010
-1,-1,-1,Pitcairn Islands,-1,-1,-1,-1,-1,-1,-1,-1,-1,2010
-1,-1,-1,Saint Pierre and Miquelon,-1,-1,-1,-1,-1,-1,-1,-1,122,2010
-1,19,-1,Marshall Islands,16,-1,9,37,-1,21,0,179,777,2010
66,72,154,"Congo, Republic",-1,50,76,968,-1,313,-1,-1,-1,2010
-1,285,-1,Chile,95,-1,209,1950,1940,1249,90,174645,182609,2010
-1,-1,-1,Puerto Rico,-1,-1,-1,-1,-1,-1,-1,-1,4219,2010
-1,24,-1,Belgium,7,-1,155,592,732,523,24,293762,296493,2010
-1,300,-1,Thailand,26,-1,527,9384,-1,4112,89,95687,94538,2010
670,1768,18,Haiti,126,99,2956,22582,22336,12291,351,106066,96071,2010
276,280,18016,Iraq,35,115,217,19855,-1,3489,24,6161,4158,2010
-1,53,-1,Hong Kong,12,-1,161,2432,3263,2198,21,-1,146652,2010
22,147,54,Sierra Leone,11,19,43,2011,-1,1878,25,2900,2085,2010
17,121,4,Georgia,21,24,329,1518,-1,1107,38,5728,5408,2010
53,130,10,Gambia,8,30,27,859,-1,444,19,2966,2620,2010
-1,635,-1,Poland,169,-1,1108,7643,7391,8038,381,152951,138410,2010
-1,30,-1,Saint Kitts-Nevis,7,-1,51,339,-1,305,8,13450,12456,2010
81,129,356,Moldova,9,41,73,1981,-1,1235,35,10596,9628,2010
-1,226,-1,Morocco,41,-1,254,5013,4847,3710,36,24686,21498,2010
-1,34,0,Croatia,7,-1,261,357,-1,589,16,26056,21739,2010
-1,-1,-1,French Polynesia,-1,-1,5,16,-1,12,-1,-1,13469,2010
-1,5,-1,Guinea-Bissau,-1,-1,-1,30,-1,17,-1,165,51,2010
-1,-1,-1,Kiribati,-1,-1,41,6,-1,-1,-1,995,1243,2010
-1,22,-1,Switzerland,-1,-1,155,675,868,484,-1,377973,436788,2010
-1,76,-1,Grenada,29,-1,72,664,-1,446,18,11487,10208,2010
-1,-1,-1,Other Africa,-1,-1,-1,-1,64095,-1,-1,-1,-1,2010
-1,-1,8,"Korea, North",-1,-1,-1,35,-1,13,-1,130,94,2010
-1,338,-1,Belize,157,-1,144,965,997,556,96,25081,26770,2010
18,5,28,Chad,-1,24,11,120,-1,39,-1,441,468,2010
0,22,0,Estonia,3,-1,70,260,-1,185,21,14195,12978,2010
-1,190,-1,Uruguay,65,-1,52,1331,1286,585,104,49013,51030,2010
132,632034,-1,Mexico,128396,38,75464,139120,138717,67062,144457,12917745,12605032,2010
21,220,-1,Lebanon,60,23,247,3487,-1,3266,107,30733,22411,2010
-1,594,-1,"Korea, South",156,-1,1861,22227,-1,11170,200,1332352,1196416,2010
-1,-1,-1,"Virgin Islands, British",-1,-1,-1,-1,-1,-1,-1,-1,39241,2010
78,210,185,Uzbekistan,17,48,50,4770,-1,1472,64,7123,6293,2010
-1,10,-1,Iceland,-1,-1,20,105,-1,51,-1,41990,38883,2010
16,-1,-1,Djibouti,-1,-1,10,37,-1,17,-1,443,463,2010
-1,18,-1,Bermuda,8,-1,125,72,-1,65,5,-1,37508,2010
-1,64,-1,Dominica,23,-1,54,366,-1,543,15,6718,9425,2010
359,3006,123,Colombia,1241,187,1569,22406,21861,18417,1161,592362,557943,2010
-1,-1,-1,Reunion,-1,-1,-1,-1,-1,-1,-1,-1,518,2010
21,17,530,Burundi,-1,4,29,841,-1,145,-1,1182,852,2010
-1,55,-1,Taiwan,18,-1,399,6732,6785,5621,44,327297,335734,2010
20,2587,-1,Nicaragua,804,12,393,3565,3476,4047,1099,52925,54570,2010
-1,82,-1,Barbados,34,-1,82,465,-1,535,10,62971,67828,2010
11,-1,-1,Madagascar,-1,-1,11,80,-1,55,-1,1189,1019,2010
-1,174,-1,Italy,62,-1,1089,2579,2956,2064,139,1111972,944224,2010
-1,-1,-1,Curacao,-1,-1,-1,-1,-1,-1,-1,-1,-1,2010
0,-1,12363,Bhutan,-1,-1,-1,6109,-1,50,-1,660,518,2010
70,252,558,Sudan,16,28,56,2397,-1,2885,11,2840,2421,2010
408,230,0,Nepal,8,217,63,7115,-1,2185,49,18537,15335,2010
-1,-1,-1,Malta,-1,-1,9,74,-1,46,-1,5835,5948,2010
-1,-1,-1,Comoros,-1,-1,-1,4,-1,-1,-1,90,48,2010
-1,-1,-1,Maldives,-1,-1,61,5,-1,-1,-1,368,329,2010
-1,57,-1,Antigua-Barbuda,18,-1,47,359,-1,341,6,18563,20197,2010
-1,18,-1,Suriname,5,-1,10,216,202,161,6,8535,9948,2010
-1,10,-1,Cayman Islands,-1,-1,19,52,-1,17,-1,-1,66974,2010
-1,-1,-1,Anguilla,-1,-1,9,19,-1,26,-1,-1,4764,2010
-1,-1,-1,Other Europe,-1,-1,-1,-1,22608,-1,-1,-1,-1,2010
-1,-1,-1,Holy See,-1,-1,-1,-1,-1,-1,-1,125,71,2010
7,311,-1,Israel,55,8,694,4515,5172,3205,272,363907,352363,2010
467,741,-1,Venezuela,133,143,422,9409,9497,5243,258,527902,549575,2010
-1,19,-1,Czechoslovakia,6,-1,80,750,1510,372,23,-1,-1,2010
96,96,49,All other countries,38,94,37,26,-1,37,57,-1,-1,2010
-1,-1,-1,Papua New Guinea,-1,-1,4,30,-1,16,-1,1091,1105,2010
-1,14,-1,Malawi,0,-1,7,164,-1,80,5,2001,1894,2010
-1,624,-1,Trinidad and Tobago,264,-1,466,5435,-1,4740,116,166423,164803,2010
61,74,7,Zimbabwe,6,48,52,1274,-1,546,27,7382,5128,2010
-1,227,-1,Germany,84,-1,941,6888,7929,4001,117,2076215,1940164,2010
-1,-1,-1,Vanuatu,-1,-1,0,-1,-1,-1,-1,150,270,2010
-1,14,-1,Denmark,4,-1,128,518,545,123,23,309372,290173,2010
10,170,-1,Senegal,13,13,167,1285,-1,633,52,10005,8424,2010
33,118,46,Kazakhstan,6,17,44,1282,-1,763,35,16826,15952,2010
12,1079,-1,Philippines,326,5,22917,58173,56399,35465,421,326216,292817,2010
179,231,2570,Eritrea,0,173,393,1656,-1,991,7,901,322,2010
50,56,27,Kyrgyzstan,4,8,12,507,-1,380,9,3383,2884,2010
-1,-1,-1,Mayotte,-1,-1,-1,-1,-1,-1,-1,-1,-1,2010
-1,9,-1,Montserrat,-1,-1,-1,27,-1,57,-1,-1,560,2010
-1,-1,-1,New Caledonia,-1,-1,-1,6,-1,-1,-1,-1,1254,2010
4,57,-1,Macedonia,13,8,56,963,-1,682,32,8441,7393,2010
-1,32,-1,Paraguay,8,-1,42,467,449,212,32,17501,19542,2010
-1,44,0,Latvia,5,0,310,435,-1,342,28,16177,14443,2010
-1,-1,-1,South Sudan,-1,-1,-1,-1,-1,-1,-1,-1,-1,2010
-1,72,-1,Japan,16,-1,645,6264,7100,1622,30,3831173,3676433,2010
12,99,25,Syria,17,11,106,2555,7424,2029,37,8904,6440,2010
-1,-1,-1,Other Asia,-1,-1,-1,-1,112320,-1,-1,-1,-1,2010
-1,-1,-1,Guadeloupe,-1,-1,-1,-1,-1,-1,-1,-1,11210,2010
-1,-1,-1,Sint Maarten,-1,-1,-1,-1,-1,-1,-1,-1,-1,2010
158,54,16693,Burma,-1,72,4043,12925,-1,2399,-1,3383,2542,2010
51,32501,20,Honduras,10420,56,1300,6448,6381,3056,14701,131782,134485,2010
-1,14,9,Equatorial Guinea,-1,-1,-1,12,-1,12,-1,523,502,2010
311,275,15,Egypt,40,200,599,8978,9822,5860,83,57442,48687,2010
-1,21,-1,Singapore,8,-1,109,774,-1,336,9,126095,152902,2010
-1,-1,0,Serbia,0,-1,0,20,-1,27,0,-1,-1,2010
-1,-1,-1,Botswana,-1,-1,8,66,-1,24,-1,2386,2871,2010
-1,533,-1,United Kingdom,207,-1,2549,12792,14781,8401,294,4539392,4339294,2010
-1,-1,-1,Christmas Island,-1,-1,-1,-1,-1,-1,-1,-1,4,2010
-1,-1,-1,Yugoslavia,-1,-1,-1,-1,4772,-1,-1,-1,-1,2010
-1,61,-1,Tunisia,10,-1,67,418,-1,407,20,7713,6426,2010
-1,53,-1,Greece,22,-1,450,745,966,800,19,79719,70885,2010
107,284,118,Sri Lanka,19,90,315,2036,-1,1421,336,18431,13428,2010
-1,-1,-1,French Guiana,-1,-1,-1,-1,-1,-1,-1,-1,641,2010
6,49,-1,Zambia,5,-1,15,628,-1,317,18,3847,3728,2010
-1,1131,-1,Canada,417,9,32142,12800,19506,9318,874,1868179,2121739,2011
-1,-1,-1,East Timor,-1,-1,-1,-1,-1,-1,-1,0,6,2011
-1,-1,-1,Sao Tome and Principe,-1,-1,-1,9,-1,-1,-1,66,269,2011
-1,-1,-1,Guernsey,-1,-1,-1,-1,-1,-1,-1,-1,-1,2011
17,8,-1,Turkmenistan,-1,7,6,260,-1,146,-1,1059,916,2011
-1,-1,-1,Other South America,-1,-1,-1,-1,2,-1,-1,-1,-1,2011
16,142,-1,Serbia and Montenegro,18,70,60,1398,-1,2185,61,663,579,2011
46,793,136,Unknown,13,115,470,1245,-1,337,65,484151,825877,2011
-1,77,-1,Lithuania,20,4,519,936,-1,973,27,23809,6955,2011
0,347,5,Cambodia,74,9,34,2745,-1,4589,15,3352,3470,2011
564,219,560,Ethiopia,28,446,167,13793,13985,8519,25,13183,11175,2011
-1,-1,-1,Aruba,-1,-1,-1,39,-1,40,-1,-1,16542,2011
-1,-1,-1,Swaziland,-1,-1,-1,19,-1,15,-1,593,1330,2011
-1,421,-1,Argentina,114,-1,148,4473,4335,3870,172,566010,580415,2011
19,387,-1,Bolivia,93,-1,84,2173,2113,1446,102,43893,40874,2011
232,164,0,Cameroon,15,160,136,4754,-1,2172,60,9423,6249,2011
55,20,-1,Burkina Faso,0,34,12,433,-1,163,4,3051,2298,2011
5,435,-1,Ghana,76,7,239,8798,-1,4690,112,25760,21907,2011
10,127,-1,Saudi Arabia,4,-1,310,1396,-1,814,12,138055,135746,2011
-1,-1,-1,Saint Helena,-1,-1,-1,-1,-1,-1,-1,-1,34,2011
-1,105,-1,Cape Verde,10,-1,61,1808,-1,974,17,1943,2255,2011
-1,-1,-1,Northern Mariana Islands,-1,-1,-1,-1,-1,-1,-1,-1,56,2011
-1,5,-1,Slovenia,3,-1,22,69,-1,57,4,24108,22400,2011
288,41708,-1,Guatemala,11718,145,1612,11092,10795,7285,18625,208885,216637,2011
75,147,-1,Guinea,11,144,53,1555,-1,575,24,2740,2015,2011
11,305,3,Jordan,52,-1,206,3876,8211,2345,60,31982,23432,2011
-1,-1,-1,Saint Barthelemy,-1,-1,-1,-1,-1,-1,-1,-1,-1,2011
-1,-1,-1,Cocos (Keeling) Island,-1,-1,-1,-1,-1,-1,-1,-1,10,2011
-1,126,-1,Spain,38,-1,988,1890,2319,1253,84,891635,818717,2011
23,309,121,Liberia,28,16,67,4151,3117,3794,12,2583,2577,2011
-1,11,-1,Netherlands,24,-1,7,86,1258,60,41,784441,15690,2011
49,2862,-1,Jamaica,1225,6,945,19662,19298,14591,248,219140,206825,2011
-1,-1,-1,Oman,-1,-1,4,60,-1,37,-1,3457,6342,2011
10,64,-1,Tanzania,9,7,162,1427,-1,516,18,7168,6814,2011
-1,-1,-1,Martinique,-1,-1,-1,-1,-1,-1,-1,-1,9624,2011
-1,-1,-1,Bonaire,-1,-1,-1,-1,-1,-1,-1,-1,-1,2011
-1,13,-1,Gabon,3,-1,16,204,-1,53,11,2706,2554,2011
-1,-1,-1,Niue,-1,5,-1,-1,-1,-1,-1,-1,20,2011
-1,-1,-1,Monaco,-1,-1,-1,6,-1,-1,-1,1099,4441,2011
-1,-1,-1,Wallis and Futuna,-1,-1,-1,-1,-1,-1,-1,-1,21,2011
-1,63,-1,New Zealand,20,-1,138,803,1006,480,24,246787,227965,2011
38,86,0,Yemen,14,28,47,3361,-1,1320,25,2256,1490,2011
-1,-1,-1,Jersey,-1,-1,-1,-1,-1,-1,-1,-1,-1,2011
255,538,54,Pakistan,75,116,726,15546,-1,10655,154,61957,46694,2011
18,258,-1,Albania,37,101,75,3612,-1,4267,134,8065,5854,2011
-1,36,-1,Samoa,5,-1,24,267,-1,172,4,1965,1376,2011
-1,106,-1,"Micronesia, Federated States",-1,-1,14,9,-1,74,-1,181,1722,2011
-1,-1,-1,Macau,-1,-1,3,130,-1,86,-1,-1,3870,2011
-1,-1,-1,Norfolk Island,-1,-1,-1,-1,-1,-1,-1,-1,-1,2011
-1,75,-1,Australia,21,-1,444,2343,3062,1291,31,1246091,1219635,2011
-1,-1,-1,Guam,-1,-1,-1,-1,-1,-1,-1,-1,5147,2011
19,36,-1,Kosovo,14,12,-1,670,-1,465,14,-1,-1,2011
101,3859,-1,India,161,208,5983,69013,66331,45985,562,1222302,958271,2011
18,37,16,Azerbaijan,-1,11,63,728,-1,1153,-1,5623,5141,2011
-1,-1,-1,Namibia,-1,-1,-1,43,-1,29,-1,2002,2354,2011
-1,-1,-1,Other America,-1,-1,-1,-1,0,-1,-1,-1,-1,2011
-1,-1,-1,Lesotho,-1,-1,-1,25,-1,11,-1,571,508,2011
-1,-1,-1,Congo (Brazzaville),-1,-1,-1,-1,-1,-1,-1,3509,3063,2011
-1,50,-1,Saint Vincent and the Grenadines,17,-1,77,468,-1,416,3,13469,9078,2011
-1,3,-1,United Arab Emirates,0,-1,13,707,-1,425,4,20452,68711,2011
108,539,-1,Kenya,56,81,113,7762,-1,3621,83,19516,17340,2011
36,82,-1,Tajikistan,10,10,5,382,-1,155,23,2160,2018,2011
-1,-1,-1,Greenland,-1,-1,-1,-1,-1,-1,-1,-1,159,2011
31,224,-1,Turkey,41,11,1935,4403,9040,3100,85,167767,146738,2011
119,111,428,Afghanistan,9,18,127,1648,-1,1998,8,2856,3120,2011
30,272,-1,Bangladesh,28,39,310,16707,-1,7325,60,19348,15238,2011
-1,-1,-1,Andorra,-1,-1,-1,-1,-1,-1,-1,1217,1601,2011
29,70,3,Mauritania,-1,42,14,393,-1,405,-1,988,772,2011
-1,-1,-1,Solomon Islands,-1,-1,5,-1,-1,-1,-1,440,353,2011
-1,11,-1,Turks and Caicos Islands,3,-1,23,33,-1,36,9,-1,13750,2011
-1,58,-1,Saint Lucia,10,-1,78,785,-1,600,13,18237,16399,2011
-1,92,-1,Soviet Union (former),-1,238,83,3687,-1,2812,-1,-1,-1,2011
-1,-1,-1,Cyprus,-1,-1,8,101,-1,115,-1,10355,10821,2011
96,129,-1,Mongolia,26,48,59,774,-1,242,51,10648,9629,2011
-1,145,-1,France,44,-1,1144,3653,3967,2527,83,1845227,1724854,2011
70,19,74,Rwanda,3,13,59,520,-1,265,5,3489,2806,2011
-1,29,-1,Slovakia,10,-1,135,594,-1,421,27,45930,41314,2011
29,336,3161,Somalia,5,189,164,4451,-1,7971,26,182,70,2011
33,1741,-1,Peru,459,20,746,14064,13836,10266,523,223732,208949,2011
4,758,211,Laos,4,-1,38,956,-1,5452,13,1115,1152,2011
-1,-1,-1,Nauru,-1,-1,-1,-1,-1,-1,-1,128,192,2011
-1,-1,-1,Seychelles,-1,-1,0,15,-1,19,-1,333,299,2011
-1,7,-1,Norway,-1,-1,110,339,405,90,-1,282734,278019,2011
104,102,7,Cote d'Ivoire,11,62,63,1302,-1,694,15,2183,1783,2011
-1,-1,-1,Cook Islands,-1,-1,-1,-1,-1,-1,-1,-1,78,2011
-1,18,-1,Benin,-1,-1,37,462,-1,183,-1,2887,2225,2011
-1,-1,-1,Korea,-1,-1,-1,-1,22748,-1,-1,-1,-1,2011
-1,-1,-1,Western Sahara,-1,-1,-1,-1,-1,-1,-1,-1,82,2011
20,4801,2920,Cuba,56,13,7759,36452,36261,21071,23,18593,21163,2011
-1,-1,-1,Not Specified,-1,-1,-1,-1,6217,-1,-1,-1,-1,2011
-1,11,-1,Montenegro,5,-1,25,204,-1,205,5,-1,-1,2011
18,43,5,Togo,5,28,32,1506,-1,1523,11,1964,1575,2011
3886,2563,28,China,217,4299,16937,87016,83603,32864,808,1364078,1136479,2011
47,232,15,Armenia,31,114,57,2983,-1,3965,27,4910,4091,2011
-1,-1,-1,Other Caribbean,-1,-1,-1,-1,9615,-1,-1,-1,-1,2011
-1,-1,-1,Congo (Kinshas),-1,-1,-1,-1,-1,-1,-1,1276,1261,2011
4,4433,-1,Dominican Republic,2142,7,1591,46109,46036,20508,750,266330,269641,2011
-1,-1,-1,Other Central America,-1,-1,-1,-1,0,-1,-1,-1,-1,2011
133,393,428,Ukraine,81,45,4359,8292,-1,8489,127,76886,70932,2011
4,-1,-1,Bahrain,-1,-1,6,119,-1,80,-1,5560,8469,2011
-1,82,-1,Tonga,37,-1,25,408,-1,251,8,2336,1658,2011
-1,-1,-1,Finland,3,-1,71,363,398,344,4,147834,137856,2011
66,24,-1,Libya,-1,-1,50,357,-1,180,-1,2462,2247,2011
84,327,-1,Indonesia,31,97,1941,2856,-1,2345,293,101894,90499,2011
6,10,182,Central African Republic,-1,-1,-1,134,-1,34,-1,213,418,2011
-1,-1,-1,Mauritius,-1,-1,252,101,-1,64,-1,4746,3846,2011
-1,42,-1,Sweden,7,-1,202,979,1125,872,22,509356,490769,2011
18,1413,79,Vietnam,26,12,1094,34157,33486,20922,27,57839,54958,2011
-1,12,-1,British Virgin Islands,-1,-1,10,37,-1,48,-1,-1,-1,2011
58,112,-1,Mali,4,72,42,629,-1,274,19,4121,3449,2011
464,526,165,Russia,100,170,3905,7944,8548,8257,142,269566,249412,2011
13,95,-1,Bulgaria,17,19,272,2661,2549,3103,51,38974,33933,2011
-1,-1,-1,"Virgin Islands, U.S.",-1,-1,-1,-1,-1,-1,-1,-1,447,2011
-1,-1,-1,United States,-1,-1,-1,269,-1,45,-1,-1,1126684,2011
14,869,-1,Romania,78,9,973,3882,3679,4314,126,74763,63760,2011
15,28,-1,Angola,4,-1,24,148,-1,162,9,8293,8208,2011
-1,194,-1,Portugal,76,-1,293,821,878,1426,72,161699,117841,2011
6,123,-1,South Africa,23,13,188,2649,2754,2566,29,120383,103268,2011
-1,-1,-1,Tokelau,-1,-1,-1,-1,-1,-1,-1,-1,-1,2011
18,87,-1,Fiji,34,17,97,1041,-1,1118,27,13136,10747,2011
-1,-1,-1,Liechtenstein,-1,-1,-1,-1,-1,-1,-1,2297,2547,2011
-1,-1,-1,Qatar,-1,-1,7,193,-1,101,-1,9966,21025,2011
10,53,-1,Malaysia,9,-1,257,2273,-1,1137,29,91502,69651,2011
-1,23,-1,Austria,5,-1,86,424,3654,271,20,219476,205473,2011
-1,-1,-1,Mozambique,-1,-1,-1,60,-1,49,-1,1497,1682,2011
89,66,10,Uganda,6,21,54,1239,-1,838,22,7919,6795,2011
-1,106,-1,Hungary,19,-1,224,1044,1049,953,65,73475,67628,2011
-1,48,-1,Niger,3,5,18,96,-1,124,8,1209,1227,2011
-1,-1,-1,Isle of Man,-1,-1,-1,-1,-1,-1,-1,-1,-1,2011
5,201,0,Bosnia-Herzegovina,53,4,35,878,-1,4259,10,6492,6266,2011
38,3228,-1,Brazil,550,18,799,11763,11643,10251,2800,1539015,1578535,2011
-1,-1,-1,San Marino,-1,-1,-1,-1,-1,-1,-1,924,859,2011
-1,-1,-1,Falkland Islands,-1,-1,-1,-1,-1,-1,-1,-1,67,2011
-1,-1,-1,Faroe Islands,-1,-1,-1,-1,-1,-1,-1,-1,-1,2011
-1,23,5,Kuwait,4,-1,42,973,-1,869,3,35568,40701,2011
-1,226,-1,Panama,99,-1,154,1374,1447,1340,50,125162,150959,2011
-1,411,-1,Guyana,139,4,280,6599,6288,5413,48,28995,20759,2011
-1,503,-1,Costa Rica,157,-1,218,2135,2230,1511,221,192350,202164,2011
-1,-1,-1,Luxembourg,-1,-1,6,24,-1,18,-1,14926,19389,2011
-1,-1,-1,American Samoa,-1,-1,-1,1,-1,205,-1,-1,1226,2011
-1,311,-1,Bahamas,110,-1,460,668,-1,609,24,254335,275604,2011
-1,-1,-1,Gibraltar,-1,-1,-1,-1,-1,-1,-1,-1,1099,2011
-1,88,-1,Ireland,28,-1,244,1371,1533,1171,31,471174,419817,2011
-1,20,-1,Palau,13,-1,9,7,-1,68,0,205,3118,2011
30,633,-1,Nigeria,167,21,628,11824,-1,9344,194,104483,89778,2011
-1,-1,-1,Other Oceania,-1,-1,-1,-1,1757,-1,-1,-1,-1,2011
5,3298,-1,Ecuador,704,18,308,11103,11068,6929,1012,228159,230599,2011
-1,71,-1,Czech Republic,18,-1,124,303,-1,485,28,90654,86714,2011
-1,-1,-1,Brunei,-1,-1,-1,25,-1,11,-1,1448,1718,2011
114,58,66,Belarus,11,69,89,1964,-1,1814,11,12141,10280,2011
367,305,2032,Iran,14,87,504,14822,9015,9286,43,21027,15198,2011
8,36,-1,Algeria,4,4,68,1364,-1,773,9,7545,5637,2011
96,27652,-1,El Salvador,8507,137,853,18667,18477,13834,8873,119465,119300,2011
-1,-1,-1,Tuvalu,-1,-1,7,-1,-1,-1,-1,240,264,2011
-1,-1,-1,Pitcairn Islands,-1,-1,-1,-1,-1,-1,-1,-1,9,2011
-1,-1,-1,Saint Pierre and Miquelon,-1,-1,-1,-1,-1,-1,-1,-1,75,2011
-1,21,-1,Marshall Islands,-1,-1,3,38,-1,32,-1,174,694,2011
88,63,27,"Congo, Republic",6,49,65,1371,-1,345,15,-1,-1,2011
-1,248,-1,Chile,87,-1,162,1853,1854,1527,68,203206,208855,2011
-1,-1,-1,Puerto Rico,-1,-1,-1,-1,-1,-1,-1,-1,3677,2011
-1,35,-1,Belgium,7,-1,137,567,700,525,10,306730,311024,2011
-1,257,-1,Thailand,15,-1,638,9962,-1,5299,72,96924,94591,2011
819,1351,0,Haiti,251,44,1735,22111,21802,14191,478,99161,90611,2011
260,285,9388,Iraq,18,101,214,21133,-1,3360,8,7868,5430,2011
-1,56,-1,Hong Kong,12,-1,140,2306,3149,2184,9,-1,142487,2011
14,171,28,Sierra Leone,25,14,60,1985,-1,1831,19,3052,2378,2011
9,101,20,Georgia,24,24,134,1490,-1,1253,21,5694,5617,2011
69,148,7,Gambia,5,38,40,972,-1,505,21,2999,2760,2011
-1,519,-1,Poland,140,-1,1148,6863,6634,8844,286,154423,137774,2011
-1,46,-1,Saint Kitts-Nevis,11,-1,56,350,-1,306,9,12584,11417,2011
133,144,331,Moldova,19,67,75,2258,-1,1398,42,10669,9567,2011
12,173,-1,Morocco,37,-1,169,4399,4249,3656,26,25999,22318,2011
-1,31,0,Croatia,8,-1,244,349,-1,569,10,26761,22177,2011
-1,-1,-1,French Polynesia,-1,-1,-1,21,-1,14,-1,-1,7024,2011
-1,6,-1,Guinea-Bissau,-1,-1,-1,29,-1,29,-1,102,75,2011
-1,-1,-1,Kiribati,-1,-1,58,-1,-1,-1,-1,989,1311,2011
-1,19,-1,Switzerland,6,-1,114,615,861,427,6,456226,523083,2011
-1,61,-1,Grenada,26,-1,46,579,-1,528,19,11289,9446,2011
-1,-1,-1,Other Africa,-1,-1,-1,-1,64228,-1,-1,-1,-1,2011
-1,-1,23,"Korea, North",-1,-1,-1,36,-1,13,-1,232,190,2011
-1,361,-1,Belize,155,-1,117,905,933,742,60,23273,24532,2011
8,8,25,Chad,-1,21,3,171,-1,50,-1,456,404,2011
0,35,0,Estonia,12,0,59,191,-1,217,16,15950,14714,2011
-1,239,-1,Uruguay,69,-1,47,1553,1521,751,103,54053,55452,2011
173,517472,-1,Mexico,145133,92,67410,143446,142823,94783,142239,17052559,16716265,2011
19,171,-1,Lebanon,37,14,209,3295,-1,3127,56,32915,23524,2011
-1,714,-1,"Korea, South",156,-1,1945,22824,-1,12664,268,1460972,1335464,2011
-1,-1,-1,"Virgin Islands, British",-1,-1,-1,-1,-1,-1,-1,-1,30407,2011
111,135,96,Uzbekistan,12,62,49,5056,-1,2463,50,6740,5968,2011
-1,7,-1,Iceland,-1,-1,24,90,-1,76,-1,57872,55687,2011
46,-1,-1,Djibouti,-1,-1,3,56,-1,22,-1,463,497,2011
-1,23,-1,Bermuda,-1,-1,134,71,-1,58,-1,-1,26560,2011
-1,65,-1,Dominica,21,-1,58,287,-1,594,13,5496,7730,2011
325,2755,46,Colombia,1048,175,1245,22635,22130,22693,851,613354,574544,2011
-1,-1,-1,Reunion,-1,-1,-1,-1,-1,-1,-1,-1,580,2011
20,17,110,Burundi,-1,8,24,593,-1,168,-1,1230,995,2011
-1,58,-1,Taiwan,14,-1,367,6154,6206,5065,55,336533,345767,2011
13,2278,-1,Nicaragua,696,18,326,3401,3314,5092,806,53023,52655,2011
-1,77,-1,Barbados,32,-1,72,455,-1,648,9,60445,64063,2011
5,-1,-1,Madagascar,-1,-1,41,83,-1,44,-1,1117,914,2011
-1,149,-1,Italy,44,-1,1024,2443,2670,2231,80,1201510,1060659,2011
-1,-1,-1,Curacao,-1,-1,-1,0,-1,0,-1,-1,-1,2011
-1,-1,14999,Bhutan,-1,-1,-1,10137,-1,55,-1,613,482,2011
99,226,334,Sudan,9,29,78,2628,-1,2444,8,3585,3127,2011
417,180,10,Nepal,9,310,104,10166,-1,2235,41,18937,15500,2011
-1,-1,-1,Malta,-1,-1,16,51,-1,54,-1,6053,5880,2011
-1,-1,-1,Comoros,-1,-1,-1,8,-1,-1,-1,114,76,2011
-1,-1,-1,Maldives,-1,-1,58,3,-1,-1,-1,410,370,2011
-1,47,-1,Antigua-Barbuda,12,-1,39,368,-1,386,7,17076,18437,2011
-1,19,-1,Suriname,7,-1,7,196,167,194,6,9057,9846,2011
-1,6,-1,Cayman Islands,-1,-1,16,41,-1,15,-1,-1,60245,2011
-1,-1,-1,Anguilla,-1,-1,6,25,-1,38,-1,-1,3075,2011
-1,-1,-1,Other Europe,-1,-1,-1,-1,20316,-1,-1,-1,-1,2011
-1,-1,-1,Holy See,-1,-1,-1,-1,-1,-1,-1,123,105,2011
5,254,-1,Israel,38,12,496,3826,4389,3153,167,356956,340733,2011
898,575,-1,Venezuela,118,159,341,9183,9229,6856,190,597555,597429,2011
-1,21,-1,Czechoslovakia,-1,-1,30,466,1374,310,-1,-1,-1,2011
89,70,36,All other countries,30,97,43,26,-1,45,37,-1,-1,2011
-1,-1,-1,Papua New Guinea,-1,-1,-1,20,-1,17,-1,1100,1071,2011
-1,21,-1,Malawi,-1,-1,6,123,-1,86,-1,2070,1826,2011
-1,596,-1,Trinidad and Tobago,236,-1,236,5023,-1,5014,90,159618,156232,2011
79,88,8,Zimbabwe,16,39,39,1016,-1,715,18,8352,5613,2011
-1,198,-1,Germany,65,-1,835,6125,7072,4461,89,2182441,2078934,2011
-1,-1,-1,Vanuatu,-1,-1,0,-1,-1,-1,-1,191,248,2011
-1,9,-1,Denmark,5,-1,92,459,473,124,4,323255,307458,2011
15,158,-1,Senegal,21,19,85,1424,-1,752,30,10137,8535,2011
54,117,53,Kazakhstan,8,13,29,1235,-1,891,23,20027,19064,2011
3,1135,-1,Philippines,340,5,25197,57011,55251,42520,355,319609,281097,2011
156,63,2032,Eritrea,3,461,336,2102,-1,985,6,873,309,2011
147,44,30,Kyrgyzstan,-1,14,19,542,-1,440,-1,3992,3576,2011
-1,-1,-1,Mayotte,-1,-1,-1,-1,-1,-1,-1,-1,-1,2011
-1,9,-1,Montserrat,-1,-1,-1,30,-1,63,-1,-1,255,2011
-1,-1,-1,New Caledonia,-1,-1,-1,5,-1,-1,-1,-1,541,2011
3,51,-1,Macedonia,11,7,64,1078,-1,578,22,9419,8331,2011
